constrained_C,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity,mean_auc_observed,mean_auc_mice
0.01,0.5889429398581248,0.024420131321160058,0.0,0.0,0.0,0.6404158037522942,0.5864110476398559
0.1,0.5893639872040495,0.023423844284177986,0.0,0.0,0.0,0.6668179252492172,0.5844423184503537
1.0,0.5872531949144191,0.023563538384774776,0.0,0.0,0.0,0.6667660363350784,0.5825998251803697
10.0,0.585679689380093,0.023648759594123096,0.0,0.0,0.0,0.667770490893623,0.5814118034157069
100.0,0.5835322517619539,0.02384372908001206,0.0,0.0,0.0,0.6671336280063778,0.5791053954764791
1000.0,0.5833810230082983,0.023657803188473932,0.0,0.0,0.0,0.6696897897720435,0.578692515529217
