eps,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity,mean_auc_observed,mean_auc_mice
0.01,0.5872531949144191,0.023563538384774776,0.0,0.0,0.0,0.6667660363350784,0.5825998251803697
0.05,0.5876342849633694,0.02371305584764811,0.0,0.0,0.0,0.6684396765024424,0.5830932939757252
0.1,0.5876342849633694,0.02371305584764811,0.0,0.0,0.0,0.6684396765024424,0.5830932939757252
0.2,0.5876342849633694,0.02371305584764811,0.0,0.0,0.0,0.6684396765024424,0.5830932939757252
