constrained_C,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity
0.01,0.8925521912350597,0.03484613700235642,0.25053544223267854,0.080552623188436,0.2261111111111111
0.1,0.904390414101171,0.025848704842951504,0.28380338391287196,0.04487819189786462,0.15166666666666667
1.0,0.8903450199203187,0.03092845493358216,0.29666924346270496,0.03230582688240838,0.15666666666666668
10.0,0.8986955692381986,0.025048632179046595,0.29594503398447103,0.011651369949153015,0.18444444444444447
100.0,0.8855722081371484,0.026930916528946164,0.2850402285047691,0.024247488387336407,0.1788888888888889
1000.0,0.8695858505372449,0.029750131793481665,0.27205197976838597,0.026896993986482532,0.2088888888888889
