eps,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity
0.01,0.9074694192925268,0.02237469276970547,0.28854652814884796,0.028033133659531688,0.1766666666666667
0.05,0.9032176264638416,0.025004621568120708,0.27970356262056506,0.02910647517570517,0.1766666666666667
0.1,0.8974397923457683,0.026734333462896324,0.2742031505632939,0.032421723968667375,0.1766666666666667
0.2,0.8903450199203187,0.03092845493358216,0.29666924346270496,0.03230582688240838,0.15666666666666668
