eps,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity
0.01,0.8880821924423519,0.04902793026047115,0.39121281943862585,0.07535087594388691,0.23666666666666666
0.05,0.9004675117710974,0.037926215465988115,0.38848720800889874,0.06543549058600649,0.1922222222222222
0.1,0.8930036943136546,0.02390607176377203,0.33274989639904906,0.07017152249401754,0.25222222222222224
0.2,0.898099094530967,0.03621405080442251,0.3844086021505376,0.05499431066128948,0.21944444444444441
