county_fips,NAMELSAD_COUNTY_20,PR_HRI,F_HRI,LOW_EMS,P_NEHD,PR_NEHD,HHB_SCORE,HHB_RANK,P_CHD,PR_CHD,F_CHD,P_OBS,PR_OBS,F_OBS,P_DIABETES,PR_DIABETES,F_DIABETES,P_COPD,PR_COPD,F_COPD,P_ASTHMA,PR_ASTHMA,F_ASTHMA,P_MNTHL,PR_MNTHL,F_MNTHL,F_SEN_COUNT,SEN_SCORE,SEN_RANK,P_UNINSUR,PR_UNINSUR,P_POV,PR_POV,P_UNEMP,PR_UNEMP,P_NOHSDP,PR_NOHSDP,P_ISO,PR_ISO,P_ELP,PR_ELP,P_DISABL,PR_DISABL,P_ODW,PR_ODW,P_AGE65,PR_AGE65,P_AGE5,PR_AGE5,SOCIODEM_SCORE,SOCIODEM_RANK,P_IMPERV,PR_IMPERV,P_TREEC,PR_TREEC,P_NOVEH,PR_NOVEH,P_MOBILE,PR_MOBILE,P_RENT,PR_RENT,P_OZONE,PR_OZONE,P_PM25,PR_PM25,NBE_SCORE,NBE_RANK,OVERALL_SCORE,OVERALL_RANK,county_pop_from_zctas,n_zctas_in_county,poverty_quartile,Notes,County,County Code,Deaths,Population,Crude Rate,Deaths_adjusted,suppression_flag,Crude Rate_adjusted,label
01021,Chilton County,78.02451858163091,0.9218155705453897,0.0031701696795280463,-1.8262771161119105,-7.988559375038973,0.5172277229886202,0.4398352421058716,7.05968579517109,0.5903685231060811,0.41652809485346326,42.2814971990552,0.86281213323552,0.884311446757162,12.578224936114491,0.6729351102152873,0.639734504156435,9.1426009726316,0.6977159026859439,0.7892175921559668,10.486036116535194,0.5384938720733053,0.05816862114437484,19.519129146199834,0.8764443185684891,1.0,3.787960259067401,0.6313170743702604,0.721826436367004,11.758745189514796,0.7289683245574355,29.253100973976778,0.701350731316753,5.855640325325992,0.623898366447412,17.682239020608794,0.7749609727052987,13.390229776593674,0.4789898664231277,1.5139380673036642,0.5756103934200679,18.955921209811947,0.7290010360036586,17.698920130758516,0.7674501146803976,15.62463862465416,0.3546460517972966,5.917120806311049,0.5646320496500032,0.6299804302935722,0.8196282498140106,2.302633119922349,0.4730663937007064,54.91512564583446,0.1974357210438485,5.106184086073398,0.5669330471971502,27.102350855338628,0.8332162367945751,24.853884823676278,0.5330247299329417,0.1503871311133329,0.18949097838437753,0.0,0.0,0.3990179566361456,0.39222299575291203,0.5933663439434333,0.7149820890957888,43846.23349898842,14,3,,"Chilton County, AL",01021,Suppressed,939984.0,Suppressed,2.0,1.0,2.127695790566648e-06,0.0
01023,Choctaw County,52.64654809215478,-3.1902963071416846,-3.1597951588348416,1.919507765326963,0.02151891926901674,0.3449991822521302,0.20676122935226532,8.642216995264539,0.8675980176053457,1.0,45.18904152453489,0.9355422479914669,1.0,17.70390471134634,0.9444263627276938,1.0,10.479474616976434,0.8527498406698373,1.0,11.310920711515978,0.7643176980894525,0.7187950196280725,18.931051968376334,0.8342788428634179,1.0,5.7187950196280735,0.9531231297719996,0.8914998688052668,9.954344850947018,0.6093530373211388,34.7262746384496,0.7988160660986642,3.9712766539737503,-3.2579643939474487,18.495640248449227,0.7563301381864088,17.716925316255374,0.7066283736659896,0.22926338024561047,0.11730951030760733,27.56643233532981,0.8986454647713056,12.191603649253683,-3.2263362203243235,23.107030299329654,0.7260228488201765,4.96158326456858,0.4147172756060185,0.6264590530430831,0.7945396792823937,0.5448588527533218,0.11594940016113145,75.44403743966107,0.03355175219736801,8.958911392194441,0.7312627121996941,33.755352759220884,0.9216323124807748,19.185075743323775,0.3865318922826727,0.0,0.0,0.0,0.0,0.3127121499644973,0.1963412134055363,0.5223058288997863,0.602931794978573,13721.589121707575,10,4,,"Choctaw County, AL",01023,0,309114.0,Unreliable,0.0,0.0,0.0,0.0
01025,Clarke County,44.72278161163943,-1.8540853088089366,-2.4112890761839485,3.604115438689451,0.043672455247243405,0.31882251421937774,0.15338140085097832,8.189813217551919,0.7960086942277764,1.0,44.215816512886704,0.9336538405648941,1.0,16.924353283216835,0.938932690551306,1.0,10.339709187385042,0.829795910012691,1.0,11.416534319938892,0.809318779283912,1.0,19.19018107924585,0.8520545814812761,1.0,6.000000000000001,1.0,0.9102,9.334897196378119,0.6309320443215399,35.28504139562992,0.7964994386284503,12.16727384398209,0.856228114922099,20.014577207890483,0.8237069244668039,17.47856236724984,0.6881155828096331,0.1575253524588252,0.173327815017204,18.829114460522554,0.7284543443079605,15.563009891699675,0.6882251306192014,19.8192085136433,0.6118250714704913,5.494074168627997,0.5016715259800975,0.6499114811439861,0.8624574727415549,0.5800100541745619,0.14618725702346125,76.39420018399626,0.02890506370479551,8.556507475713104,0.76444382171778,27.049434425844293,0.8615957217220797,28.389786951070857,0.6085220084092353,0.0,0.0,0.0,0.0,0.34421672949442506,0.2538106761394704,0.5449597183748442,0.648816728507808,24893.321937807475,10,4,,"Clarke County, AL",01025,Suppressed,567825.0,Suppressed,1.0,1.0,1.7611059745520186e-06,0.0
01027,Clay County,43.88456849538094,0.5445569835782879,0.0,5.116435949553573,0.07226732539524945,0.3083936526099927,0.14606758352822488,8.376235386455518,0.8201647311256501,0.9537917673251791,42.987353345949714,0.9013866192285033,1.0,15.511324024017371,0.8947872621951742,1.0,10.85380641551461,0.861674751611611,1.0,11.256061230814398,0.7710642046949793,0.7033320973064545,19.84765004738851,0.8877150947146228,1.0,5.657123864631632,0.9428425482340932,0.8873987369980035,10.752794271628286,0.7046761288468602,34.57612540226491,0.809376401172784,7.72164777835455,0.7020927375694768,22.341754158610538,0.874221485530534,15.155579661145934,0.5927206644551034,0.5472279446308266,0.41717840994772604,18.99391726677318,0.739558167828883,10.827761234192225,0.4534613751702361,19.271174758810904,0.5785543150599077,5.11004046883475,0.4554696103904836,0.6327160727611872,0.8148794860850365,0.8526240823235635,0.23651743033451939,62.21449462199238,0.12890270389116948,6.360397125404647,0.6500233885832282,23.247997552655235,0.8217874716403162,27.70999352911131,0.6060715598810811,0.0,0.0,0.0,0.0,0.3490559569373073,0.271674993087899,0.5299912061424993,0.6151470343458307,20550.281253712685,10,4,,"Clay County, AL",01027,0,303992.0,Unreliable,0.0,0.0,0.0,0.0
01029,Cleburne County,66.79599598525036,0.8444636592886482,0.0,3.830513133698086,0.04597867529094426,0.44520648398646934,0.30668968686716996,7.721521670970156,0.7211324773042224,0.6623902330338113,37.136168344915035,0.5453854978756795,0.19758923195404116,13.093548836113944,0.724296165710984,0.7476820074132228,10.022963257173709,0.7990101358250992,0.8288650654599444,10.555269421542631,0.564121999676024,0.08478915137285996,19.130702387625185,0.846881552038208,0.9994973769934485,3.520813066227328,0.5868168927103542,0.6884932975439602,11.649560700971403,0.747061141258643,27.72234006589465,0.660703053377188,6.281971405395589,0.6341369227232365,21.427709608197393,0.8562574412067602,14.603313145812773,0.564782285177294,0.5777112162261802,0.36912872441786937,21.80697917591258,0.8335793468639747,13.850942909758182,0.6144274092287131,18.98940617953917,0.557921371741207,5.59947536870688,0.46806610617272704,0.6306328681257642,0.8016611363746662,1.0130889305441364,0.2929168812900062,62.56519048961511,0.12790167138388145,4.88238849994372,0.5650291262236077,28.643992743659755,0.8816258364252012,23.15565951677214,0.4890742598573543,0.0,0.0,0.0,0.0,0.3366487337029101,0.23365587104769125,0.5076466765197886,0.5702590634903343,17077.65647556049,7,3,,"Cleburne County, AL",01029,0,323493.0,Unreliable,0.0,0.0,0.0,0.0
01031,Coffee County,77.92354509670913,0.9189434527814871,0.0,10.267948355486201,0.3039257384832367,0.6114434200259644,0.608601025915992,6.745702976012837,0.4985202313682896,0.27320122060672286,39.23961461349378,0.7012978067559145,0.23857030957931202,12.285394362668923,0.6172215120894463,0.2750291428125717,8.08019812411918,0.5141395728500794,0.27320122060672286,10.370365864067796,0.4928662909446696,0.18697732384563986,18.386537906277333,0.7881760526797615,0.9802863167922656,2.227265534243235,0.37123398740532865,0.48968312691842775,10.063501381914323,0.6800065489573395,24.116368576102808,0.5856563309169244,6.094108074112385,0.6838621731104882,14.084820460442298,0.6483325342727619,13.705638223267343,0.5046599259655699,1.251228191348366,0.6553429880930804,18.32389361510181,0.6807814092043523,12.530631142031458,0.5521932536163731,16.608969580412506,0.41288146968748596,6.07955047780866,0.6137618254874968,0.6017480620796533,0.7545324426793838,3.6996617201805115,0.5386364377586287,46.03201070801814,0.28316326548661835,5.8725868874263005,0.638132559278596,14.946677184582818,0.6429782149796911,33.629111354628286,0.722282017378209,0.0,0.0,0.0,0.0,0.4035989441333964,0.40263069681026514,0.5638844102575781,0.6768566107285431,51351.740319151715,16,3,,"Coffee County, AL",01031,Suppressed,1066907.0,Suppressed,9.0,1.0,8.435599354020547e-06,1.0
01033,Colbert County,64.30049203032401,0.7694658696788713,0.0,2.1370160086172083,0.024076412617053383,0.39675633273507627,0.20614826551219967,7.4339641683450886,0.6584452496015719,0.6412801734636211,39.58962546365058,0.7252734986285807,0.6470229714300609,13.123549807095708,0.7224433577065433,0.70571364127452,9.111024293754822,0.684118573600956,0.70571364127452,10.498506060443168,0.536315087867347,0.16639555473815326,18.24704020191139,0.7626791567115484,0.7051943174687928,3.5713202996496674,0.5952038202903291,0.5949023760981189,7.422467252839321,0.5330627702052495,24.54630723036366,0.5837894664558908,4.43558568662099,0.48547168642570904,15.428090831380667,0.6957218034395145,14.653687815222554,0.5222087495225763,1.1156078007184262,0.5544824774269742,18.37408333930244,0.7054859966933951,11.238064124892393,0.4921309533236494,19.386892156370923,0.5812075988682986,5.544303600135689,0.5277018969158798,0.5681178990567683,0.6768676311700571,8.007441888674547,0.6039142805096963,36.8779884291205,0.37804997764679865,5.416910783368671,0.5789787448498147,8.926304523524827,0.5234499628730868,27.713545031747497,0.589860432035711,0.0,0.0,0.0,0.0,0.38206014471864913,0.34156156919348346,0.45487435588070496,0.47951553384548257,56465.41033015014,9,3,,"Colbert County, AL",01033,Suppressed,1200777.0,Suppressed,2.0,1.0,1.6655881983082621e-06,0.0
01035,Conecuh County,51.014077509621565,-2.4224029189571024,-3.0864327210389675,8.78162094573616,0.21822193678992363,0.4483975681304412,0.31530993322305473,8.53852087052616,0.8529289847407674,1.0,44.694646281236274,0.9366981783734165,1.0,17.21740638759967,0.9407440649205783,1.0,10.487115171228915,0.8487489023239553,1.0,11.266695378185398,0.7788798797454758,0.7722820030162685,19.003023587777243,0.8407728568957896,1.0,5.772282003016267,0.9620394099028119,0.8950567532005818,12.364565443675128,0.7661579597267496,35.51449058087696,0.8197531721806275,6.331680265506675,-2.250879355571645,14.723618961637806,0.6731722395728987,15.582064291089841,0.6217805268628932,0.06972106199049519,0.09201579987998373,20.659795748679137,0.7695031049364988,6.520875053539516,-2.704948147313596,21.100816628435954,0.6453394004214263,5.597292316466973,0.48698733412225303,0.6121289578675869,0.7856166045618324,0.6173739628386512,0.16061034097765484,66.93920077088644,0.09059943926208086,6.189196274417314,0.6397858342206083,27.087852737877082,0.8524673784071218,25.44624357686782,0.5539306897612127,0.0,0.0,0.0,0.0,0.3281820540116519,0.2175315934092967,0.5533947817261218,0.6623469085025252,16432.90425211357,13,4,,"Conecuh County, AL",01035,Suppressed,288724.0,Suppressed,1.0,1.0,3.4635153295188483e-06,1.0
01037,Coosa County,43.59044619759604,0.5270241757371592,0.041402625384477844,5.598877546862623,0.08487557377460218,0.3059519934508042,0.1392783125095176,7.900558063025758,0.7521585011227779,0.7146210132783437,40.67491936153811,0.7842374913451311,0.798708952903722,14.609390538525226,0.8366909007072679,0.929948087030756,9.774610168913027,0.7833166215681581,0.9952825377605765,10.740371876563238,0.6157019756405473,0.5180474284214889,18.518913910167893,0.796196567269908,0.8401115782881998,4.796719597683087,0.7994618239371524,0.8108150227412595,9.083587577588625,0.606606712575964,27.997838763049867,0.6783202464698141,5.161281615124797,0.5533303128858084,19.037545213084638,0.7986343327984218,13.55457299129101,0.48877905830980944,0.3466521282499963,0.3383682943419461,20.81362804550995,0.7948382050780167,14.943427853625561,0.6648264659646301,21.82138853468234,0.6759472243481703,4.814889417627407,0.42452862463984814,0.6024102748576505,0.7584301015042941,0.9485645221007909,0.2476655301999847,63.96175806332756,0.11420172549857845,5.034031293681057,0.534315129047025,27.3431867267174,0.8387009352400562,21.360710862523007,0.4331040270332179,0.0,0.0,0.0,0.0,0.30970661120337156,0.1909846663720182,0.47487343036321966,0.5142817009882434,17052.058738880958,11,3,,"Coosa County, AL",01037,Suppressed,247566.0,Suppressed,1.0,1.0,4.039326886567622e-06,1.0
01039,Covington County,55.76355035178713,-2.518265460809564,-3.1778570282514944,8.882414785148068,0.22506068307162005,0.4539392021665544,0.34000963582653465,8.422648031745867,0.8345735991157002,1.0,40.4030609408497,0.7876954566270896,1.0,14.428017719818994,0.842431376965207,1.0,10.321222493982381,0.8334987939145302,1.0,10.71613387043081,0.6233711321718793,0.01923692237039725,18.617398117152494,0.8128224545036226,0.9896811370498951,5.008918059420294,0.8347876723916577,0.8441176302812976,11.306766285899753,0.7221111354720091,29.784665155970433,0.725920652785689,8.205937237738516,0.8125848363740228,16.910652626013892,0.7594228426610492,15.128250712225107,0.6001001412618205,0.13490739313753428,0.2348474193075138,21.703709189567448,0.8269283553840165,14.997374004546373,0.6960690535527936,21.156279861520602,0.6619130201604028,5.709872010021748,0.5476581075593998,0.6587551136519867,0.8800516281957911,1.3064229408243104,0.3423368636739991,59.13175318600963,0.15749858628445745,5.446632530944883,0.5894061104262128,21.95441609662351,0.7774085367403948,25.368443364730304,0.5524970654173488,0.0,0.0,0.0,0.0,0.34559098252120146,0.2660945059509009,0.5825563601274182,0.6996601191801964,33713.32187054777,13,4,,"Covington County, AL",01039,Suppressed,823507.0,Suppressed,5.0,1.0,6.0715938055171355e-06,1.0
