threshold,f1,disparity,precision,recall
0.01,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.014924623115577889,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.01984924623115578,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.024773869346733667,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.029698492462311557,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.03462311557788945,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.03954773869346734,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.04447236180904523,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.04939698492462312,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.05432160804020101,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.0592462311557789,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.06417085427135678,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.06909547738693467,0.4013377926421405,0.00649350649350644,0.2511268512556343,0.998719590268886
0.07402010050251256,0.401029601029601,0.00649350649350644,0.2509664948453608,0.9974391805377721
0.07894472361809045,0.401029601029601,0.00649350649350644,0.2509664948453608,0.9974391805377721
0.08386934673366835,0.401029601029601,0.00649350649350644,0.2509664948453608,0.9974391805377721
0.08879396984924623,0.40113285272914523,0.00649350649350644,0.25104737350950695,0.9974391805377721
0.09371859296482411,0.40113285272914523,0.00649350649350644,0.25104737350950695,0.9974391805377721
0.09864321608040201,0.40113285272914523,0.00649350649350644,0.25104737350950695,0.9974391805377721
0.1035678391959799,0.40113285272914523,0.00649350649350644,0.25104737350950695,0.9974391805377721
0.10849246231155779,0.4012361576100952,0.00649350649350644,0.25112830431979366,0.9974391805377721
0.11341708542713567,0.4012361576100952,0.00649350649350644,0.25112830431979366,0.9974391805377721
0.11834170854271357,0.4012361576100952,0.00649350649350644,0.25112830431979366,0.9974391805377721
0.12326633165829146,0.4012361576100952,0.00649350649350644,0.25112830431979366,0.9974391805377721
0.12819095477386935,0.4012361576100952,0.00649350649350644,0.25112830431979366,0.9974391805377721
0.13311557788944725,0.4012361576100952,0.00649350649350644,0.25112830431979366,0.9974391805377721
0.13804020100502515,0.4008243173621845,0.00649350649350644,0.2508868107062238,0.9961587708066582
0.14296482412060302,0.4008243173621845,0.00649350649350644,0.2508868107062238,0.9961587708066582
0.14788944723618092,0.4008243173621845,0.00649350649350644,0.2508868107062238,0.9961587708066582
0.1528140703517588,0.4008243173621845,0.00649350649350644,0.2508868107062238,0.9961587708066582
0.1577386934673367,0.4008243173621845,0.00649350649350644,0.2508868107062238,0.9961587708066582
0.16266331658291458,0.4008243173621845,0.00649350649350644,0.2508868107062238,0.9961587708066582
0.16758793969849248,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.17251256281407037,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.17743718592964824,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.18236180904522614,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.18728643216080404,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.19221105527638194,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.1971356783919598,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.2020603015075377,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.2069849246231156,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.21190954773869347,0.40092759598041744,0.00649350649350644,0.2509677419354839,0.9961587708066582
0.21683417085427137,0.40103092783505156,0.00649350649350644,0.25104872539528883,0.9961587708066582
0.22175879396984927,0.4011343129672596,0.00649350649350644,0.25112976113621693,0.9961587708066582
0.22668341708542716,0.40123775141825685,0.00649350649350644,0.25121084920891185,0.9961587708066582
0.23160804020100503,0.40134124322930104,0.00649350649350644,0.25129198966408267,0.9961587708066582
0.23653266331658293,0.40134124322930104,0.00649350649350644,0.25129198966408267,0.9961587708066582
0.24145728643216083,0.40154838709677415,0.00649350649350644,0.25145442792501616,0.9961587708066582
0.2463819095477387,0.40165203923593185,0.00649350649350644,0.25153572583252504,0.9961587708066582
0.2513065326633166,0.4017557449005939,0.00649350649350644,0.2516170763260026,0.9961587708066582
0.2562311557788945,0.4014466546112116,0.012987012987012991,0.25145631067961166,0.9948783610755442
0.2611557788944724,0.4012409513960703,0.01948051948051943,0.2513767411726595,0.9935979513444302
0.2660804020100503,0.4014485256078634,0.01948051948051943,0.25153970826580224,0.9935979513444302
0.2710050251256282,0.40196840196840194,0.01948051948051943,0.2519480519480519,0.9935979513444302
0.275929648241206,0.40197095435684643,0.025974025974025983,0.25203252032520324,0.9923175416133163
0.2808542713567839,0.40228393459641837,0.025974025974025983,0.2522786458333333,0.9923175416133163
0.2857788944723618,0.40238836967808933,0.025974025974025983,0.25236079452946925,0.9923175416133163
0.2907035175879397,0.4028066528066528,0.025974025974025983,0.2526899250081513,0.9923175416133163
0.2956281407035176,0.40219092331768386,0.04143848119751725,0.25253848673435964,0.9871959026888605
0.3005527638190955,0.4025124313007066,0.05442549418453024,0.25296052631578947,0.9846350832266325
0.3054773869346734,0.40262467191601053,0.05442549418453024,0.2532188841201717,0.9820742637644047
0.31040201005025125,0.4032640168465386,0.060919000678036794,0.2538104705102717,0.9807938540332907
0.31532663316582915,0.4035921817221341,0.07390601366504979,0.254242928452579,0.9782330345710627
0.32025125628140705,0.4041313559322034,0.07390601366504979,0.25475792988313856,0.9769526248399488
0.32517587939698495,0.4045720361509835,0.08689302665206278,0.25528346192552837,0.9743918053777209
0.33010050251256284,0.4041700080192462,0.11286705262608876,0.2554054054054054,0.967989756722151
