constrained_C,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity,mean_auc_observed,mean_auc_mice
0.01,0.5977282442360428,0.02961920360614145,0.0,0.0,0.0,0.6829361685412755,0.5732234079995765
0.1,0.5974829190557831,0.028066472972544138,0.012548161340896327,0.011181619894291173,0.01868122215948303,0.7001051135636495,0.5730008683324351
1.0,0.595142979928736,0.0267135382847202,0.010017687875195466,0.00927795160700191,0.015506618984879855,0.7012326023832304,0.5717888670356561
10.0,0.5949587486854674,0.027167886958785064,0.010017687875195466,0.00927795160700191,0.015506618984879855,0.7041190503560903,0.5722554330835937
100.0,0.5933153631583806,0.027437625509584597,0.007486042305575214,0.00991702982424458,0.012332015810276679,0.7032697237776997,0.5702176531130428
1000.0,0.5941249766438677,0.027674185842042197,0.007486042305575214,0.00991702982424458,0.012332015810276679,0.702500317150586,0.5712779548350972
