eps,mean_auc,std_auc,mean_f1,std_f1,mean_tpr_disparity
0.01,0.8905992514789327,0.02865900079265148,0.3049687187187187,0.05049582892575445,0.44333333333333336
0.05,0.888607750814922,0.03198614909763725,0.30746793820071094,0.048274024799331385,0.44333333333333336
0.1,0.8800225763612218,0.041667482336740884,0.23336784136808458,0.1243251204425601,0.4833333333333334
0.2,0.8946932512374743,0.02931679202830254,0.29000572511807865,0.07791677642717808,0.5166666666666666
